station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LNS,2022-08-19 10:53,62.10,57.00,83.36,0.00,0.00,0.00,30.07,1017.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.10,KLNS 191053Z 00000KT 10SM CLR 17/14 A3007 RMK AO2 SLP178 T01670139,null
LNS,2022-08-19 11:53,66.90,60.10,78.77,0.00,0.00,0.00,30.09,1018.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.90,KLNS 191153Z 00000KT 10SM CLR 19/16 A3009 RMK AO2 SLP185 T01940156 10194 20161 53016,null
LNS,2022-08-19 12:53,73.00,61.00,66.04,0.00,0.00,0.00,30.09,1018.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KLNS 191253Z 00000KT 10SM CLR 23/16 A3009 RMK AO2 SLP187 T02280161,null
LNS,2022-08-19 13:53,79.00,61.00,54.08,0.00,0.00,0.00,30.09,1018.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.00,KLNS 191353Z 00000KT 10SM CLR 26/16 A3009 RMK AO2 SLP188 T02610161,null
LNS,2022-08-19 14:53,82.90,62.10,49.51,0.00,0.00,0.00,30.10,1018.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83.70,KLNS 191453Z 00000KT 10SM CLR 28/17 A3010 RMK AO2 SLP188 T02830167 51003,null
LNS,2022-08-19 15:53,86.00,59.00,40.14,null,3.00,0.00,30.09,1018.70,10.00,null,FEW,null,null,null,5200.00,null,null,null,null,null,null,null,null,null,null,85.47,KLNS 191553Z VRB03KT 10SM FEW052 30/15 A3009 RMK AO2 SLP187 T03000150,null
LNS,2022-08-19 16:53,88.00,57.00,35.05,null,6.00,0.00,30.08,1018.30,10.00,null,SCT,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,86.71,KLNS 191653Z VRB06KT 10SM SCT060 31/14 A3008 RMK AO2 SLP183 T03110139,null
LNS,2022-08-19 17:53,89.10,55.90,32.53,210.00,4.00,0.00,30.07,1018.00,10.00,null,FEW,null,null,null,6500.00,null,null,null,null,null,null,null,null,null,null,87.44,KLNS 191753Z 21004KT 10SM FEW065 32/13 A3007 RMK AO2 SLP180 T03170133 10322 20194 58008,null
LNS,2022-08-19 18:53,88.00,62.10,42.05,180.00,7.00,0.00,30.07,1017.90,10.00,null,SCT,SCT,BKN,null,6500.00,7500.00,9000.00,null,null,null,null,null,null,null,null,88.47,KLNS 191853Z 18007KT 10SM SCT065 SCT075 BKN090 31/17 A3007 RMK AO2 SLP179 T03110167,null
LNS,2022-08-19 19:53,87.10,61.00,41.62,190.00,4.00,0.00,30.06,1017.60,10.00,null,BKN,BKN,null,null,6000.00,10000.00,null,null,null,null,null,null,null,null,null,87.15,KLNS 191953Z 19004KT 10SM BKN060 BKN100 31/16 A3006 RMK AO2 SLP176 T03060161,null
LNS,2022-08-19 20:53,87.10,61.00,41.62,210.00,6.00,0.00,30.05,1017.30,10.00,null,FEW,SCT,null,null,7000.00,10000.00,null,null,null,null,null,null,null,null,null,87.15,KLNS 192053Z 21006KT 10SM FEW070 SCT100 31/16 A3005 RMK AO2 SLP173 T03060161 58007,null
LNS,2022-08-19 21:53,87.10,62.10,43.27,200.00,8.00,0.00,30.06,1017.40,10.00,null,SCT,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,87.58,KLNS 192153Z 20008KT 10SM SCT110 31/17 A3006 RMK AO2 SLP174 T03060167,null
LNS,2022-08-19 22:53,84.90,63.00,47.91,180.00,10.00,0.00,30.06,1017.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,85.83,KLNS 192253Z 18010KT 10SM CLR 29/17 A3006 RMK AO2 SLP175 T02940172,null
LNS,2022-08-19 23:53,82.00,64.00,54.50,200.00,9.00,0.00,30.07,1017.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83.47,KLNS 192353Z 20009KT 10SM CLR 28/18 A3007 RMK AO2 SLP179 T02780178 10322 20278 53006,null
LNS,2022-08-20 00:53,80.10,64.00,57.98,190.00,6.00,0.00,30.09,1018.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81.71,KLNS 200053Z 19006KT 10SM CLR 27/18 A3009 RMK AO2 SLP185 T02670178,null
LNS,2022-08-20 01:53,80.10,64.90,59.83,200.00,8.00,0.00,30.11,1019.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81.91,KLNS 200153Z 20008KT 10SM CLR 27/18 A3011 RMK AO2 SLP190 T02670183,null
LNS,2022-08-20 02:53,79.00,66.00,64.45,220.00,7.00,0.00,30.11,1019.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.00,KLNS 200253Z 22007KT 10SM CLR 26/19 A3011 RMK AO2 SLP192 T02610189 51014,null
LNS,2022-08-20 03:53,78.10,66.90,68.49,230.00,4.00,0.00,30.12,1019.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.10,KLNS 200353Z AUTO 23004KT 10SM CLR 26/19 A3012 RMK AO2 SLP194 T02560194,null
LNS,2022-08-20 04:53,78.10,66.90,68.49,200.00,3.00,0.00,30.13,1019.70,10.00,null,SCT,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,78.10,KLNS 200453Z AUTO 20003KT 10SM SCT110 26/19 A3013 RMK AO2 SLP197 T02560194 403220161,null
LNS,2022-08-20 05:53,75.00,66.90,75.92,0.00,0.00,T,30.13,1020.00,10.00,null,BKN,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,75.00,KLNS 200553Z AUTO 00000KT 10SM BKN110 24/19 A3013 RMK AO2 RAB35E45 SLP200 P0000 60000 T02390194 10278 20239 53007,null
LNS,2022-08-20 06:53,73.90,68.00,81.82,0.00,0.00,T,30.13,1019.90,10.00,null,OVC,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,73.90,KLNS 200653Z AUTO 00000KT 10SM OVC110 23/20 A3013 RMK AO2 RAB13E42 SLP199 P0000 T02330200,null
LNS,2022-08-20 07:53,73.00,68.00,84.34,90.00,3.00,0.00,30.14,1020.00,10.00,null,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,73.00,KLNS 200753Z AUTO 09003KT 10SM FEW120 23/20 A3014 RMK AO2 SLP200 T02280200,null
LNS,2022-08-20 08:53,72.00,68.00,87.24,0.00,0.00,0.00,30.13,1020.00,10.00,null,OVC,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,72.00,KLNS 200853Z AUTO 00000KT 10SM OVC110 22/20 A3013 RMK AO2 SLP200 60000 T02220200 56000,null
LNS,2022-08-20 09:53,72.00,68.00,87.24,0.00,0.00,0.00,30.14,1020.20,10.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,72.00,KLNS 200953Z 00000KT 10SM FEW110 22/20 A3014 RMK AO2 SLP202 T02220200,null
LNS,2022-08-20 10:53,71.10,68.00,89.94,110.00,3.00,0.00,30.15,1020.60,6.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,71.10,KLNS 201053Z 11003KT 6SM BR CLR 22/20 A3015 RMK AO2 SLP206 T02170200,null
LNS,2022-08-20 11:53,73.00,69.10,87.59,0.00,0.00,0.00,30.17,1021.20,7.00,null,BKN,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,73.00,KLNS 201153Z 00000KT 7SM BKN100 23/21 A3017 RMK AO2 SLP212 60000 T02280206 10244 20211 53011,null
LNS,2022-08-20 12:53,77.00,68.00,73.78,110.00,3.00,0.00,30.18,1021.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,KLNS 201253Z 11003KT 10SM CLR 25/20 A3018 RMK AO2 SLP217 T02500200,null
LNS,2022-08-20 13:53,81.00,66.90,62.28,null,3.00,0.00,30.18,1021.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83.40,KLNS 201353Z VRB03KT 10SM CLR 27/19 A3018 RMK AO2 SLP216 T02720194,null
LNS,2022-08-20 14:53,84.00,66.90,56.51,null,3.00,0.00,30.18,1021.60,10.00,null,FEW,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,86.62,KLNS 201453Z VRB03KT 10SM FEW060 29/19 A3018 RMK AO2 SLP216 T02890194 50005,null
LNS,2022-08-20 15:53,87.10,64.90,47.73,160.00,6.00,0.00,30.17,1021.10,10.00,null,FEW,null,null,null,4100.00,null,null,null,null,null,null,null,null,null,null,88.86,KLNS 201553Z 16006KT 10SM FEW041 31/18 A3017 RMK AO2 SLP211 T03060183,null
LNS,2022-08-20 16:53,88.00,64.90,46.39,null,4.00,0.00,30.16,1020.80,10.00,null,SCT,null,null,null,4200.00,null,null,null,null,null,null,null,null,null,null,89.80,KLNS 201653Z VRB04KT 10SM SCT042 31/18 A3016 RMK AO2 SLP208 T03110183,null
LNS,2022-08-20 17:53,87.10,64.00,46.26,210.00,7.00,0.00,30.15,1020.60,10.00,null,FEW,null,null,null,4900.00,null,null,null,null,null,null,null,null,null,null,88.42,KLNS 201753Z 21007KT 10SM FEW049 31/18 A3015 RMK AO2 SLP206 T03060178 10317 20228 56009,null
LNS,2022-08-20 18:53,91.00,63.00,39.49,190.00,7.00,0.00,30.14,1020.20,10.00,null,BKN,null,null,null,5500.00,null,null,null,null,null,null,null,null,null,null,92.00,KLNS 201853Z 19007KT 10SM BKN055 33/17 A3014 RMK AO2 SLP202 T03280172,null
LNS,2022-08-20 19:53,90.00,63.00,40.75,160.00,7.00,0.00,30.12,1019.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90.93,KLNS 201953Z 16007KT 10SM CLR 32/17 A3012 RMK AO2 SLP196 T03220172,null
LNS,2022-08-20 20:53,89.10,64.00,43.42,170.00,10.00,0.00,30.12,1019.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90.49,KLNS 202053Z 17010KT 10SM CLR 32/18 A3012 RMK AO2 SLP194 T03170178 56012,null
LNS,2022-08-20 21:53,88.00,63.00,43.40,180.00,10.00,0.00,30.12,1019.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,88.86,KLNS 202153Z 18010KT 10SM CLR 31/17 A3012 RMK AO2 SLP193 T03110172,null
LNS,2022-08-20 22:53,86.00,63.00,46.25,190.00,5.00,0.00,30.10,1019.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,86.88,KLNS 202253Z 19005KT 10SM CLR 30/17 A3010 RMK AO2 SLP190 T03000172,null
LNS,2022-08-20 23:53,82.90,59.00,44.34,210.00,5.00,0.00,30.12,1019.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,82.86,KLNS 202353Z 21005KT 10SM CLR 28/15 A3012 RMK AO2 SLP195 T02830150 10328 20283 55000,null
LNS,2022-08-21 00:53,82.00,57.90,43.89,190.00,3.00,0.00,30.13,1019.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81.92,KLNS 210053Z 19003KT 10SM CLR 28/14 A3013 RMK AO2 SLP197 T02780144,null
LNS,2022-08-21 01:53,73.90,61.00,64.07,120.00,4.00,0.00,30.12,1019.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.90,KLNS 210153Z 12004KT 10SM CLR 23/16 A3012 RMK AO2 SLP197 T02330161,null
LNS,2022-08-21 02:53,72.00,63.00,73.31,100.00,3.00,0.00,30.12,1019.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72.00,KLNS 210253Z 10003KT 10SM CLR 22/17 A3012 RMK AO2 SLP197 T02220172 51002,null
LNS,2022-08-21 03:53,71.10,64.00,78.28,80.00,3.00,0.00,30.13,1019.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.10,KLNS 210353Z AUTO 08003KT 10SM CLR 22/18 A3013 RMK AO2 SLP198 T02170178,null
LNS,2022-08-21 04:53,70.00,63.00,78.46,60.00,4.00,0.00,30.12,1019.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KLNS 210453Z AUTO 06004KT 10SM CLR 21/17 A3012 RMK AO2 SLP197 T02110172 403280206,null
LNS,2022-08-21 05:53,68.00,63.00,84.03,80.00,5.00,0.00,30.11,1019.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KLNS 210553Z AUTO 08005KT 10SM CLR 20/17 A3011 RMK AO2 SLP192 T02000172 10283 20200 58005,null
LNS,2022-08-21 06:53,69.10,64.00,83.81,90.00,3.00,0.00,30.11,1019.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.10,KLNS 210653Z AUTO 09003KT 10SM CLR 21/18 A3011 RMK AO2 SLP193 T02060178,null
LNS,2022-08-21 07:53,69.10,64.00,83.81,80.00,4.00,0.00,30.12,1019.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.10,KLNS 210753Z AUTO 08004KT 10SM CLR 21/18 A3012 RMK AO2 SLP195 T02060178,null
LNS,2022-08-21 08:53,66.90,64.00,90.40,120.00,4.00,0.00,30.12,1019.60,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.90,KLNS 210853Z AUTO 12004KT 8SM CLR 19/18 A3012 RMK AO2 SLP196 T01940178 51004,null
LNS,2022-08-21 09:53,66.00,63.00,90.05,90.00,3.00,0.00,30.12,1019.80,6.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,66.00,KLNS 210953Z 09003KT 6SM BR CLR 19/17 A3012 RMK AO2 SLP198 T01890172,null
LNS,2022-08-21 10:53,68.00,64.90,89.81,80.00,4.00,0.00,30.12,1019.70,6.00,null,FEW,null,null,null,11000.00,null,null,null,BR,null,null,null,null,null,null,68.00,KLNS 211053Z 08004KT 6SM BR FEW110 20/18 A3012 RMK AO2 SLP197 T02000183,null
LNS,2022-08-21 11:29,70.00,66.00,87.14,0.00,0.00,0.00,30.13,null,6.00,null,FEW,null,null,null,500.00,null,null,null,BR,null,null,null,null,null,null,70.00,KLNS 211129Z 00000KT 6SM BR FEW005 21/19 A3013 RMK AO2 T02110189,null
LNS,2022-08-21 11:53,71.10,68.00,89.94,100.00,3.00,0.00,30.13,1019.80,5.00,null,FEW,null,null,null,500.00,null,null,null,BR,null,null,null,null,null,null,71.10,KLNS 211153Z COR 10003KT 5SM BR FEW005 22/20 A3013 RMK AO2 SLP198 T02170200 10217 20189 51002,null
LNS,2022-08-21 12:13,73.00,69.10,87.59,110.00,3.00,0.00,30.13,null,6.00,null,BKN,null,null,null,500.00,null,null,null,BR,null,null,null,null,null,null,73.00,KLNS 211213Z 11003KT 6SM BR BKN005 23/21 A3013 RMK AO2 T02280206,null
LNS,2022-08-21 12:53,73.90,70.00,87.63,180.00,6.00,0.00,30.13,1020.10,10.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,73.90,KLNS 211253Z 18006KT 10SM OVC006 23/21 A3013 RMK AO2 CIG 005V011 SLP201 T02330211,null
LNS,2022-08-21 13:11,77.00,69.10,76.62,150.00,8.00,0.00,30.13,null,10.00,null,SCT,BKN,null,null,600.00,1300.00,null,null,null,null,null,null,null,null,null,77.00,KLNS 211311Z 15008KT 10SM SCT006 BKN013 25/21 A3013 RMK AO2 T02500206,null
LNS,2022-08-21 13:23,77.00,69.10,76.62,170.00,8.00,0.00,30.13,null,10.00,null,SCT,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,77.00,KLNS 211323Z 17008KT 10SM SCT013 25/21 A3013 RMK AO2 T02500206,null
LNS,2022-08-21 13:53,79.00,69.10,71.72,140.00,7.00,0.00,30.12,1019.70,10.00,null,SCT,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,79.00,KLNS 211353Z 14007KT 10SM SCT013 26/21 A3012 RMK AO2 SLP197 T02610206,null
LNS,2022-08-21 14:53,80.10,68.00,66.62,160.00,9.00,0.00,30.13,1019.90,10.00,null,BKN,null,null,null,7000.00,null,null,null,null,null,null,null,null,null,null,82.70,KLNS 211453Z 16009KT 10SM BKN070 27/20 A3013 RMK AO2 SLP199 T02670200 51001,null
LNS,2022-08-21 15:53,82.00,66.90,60.28,150.00,9.00,0.00,30.11,1019.30,10.00,null,FEW,null,null,null,2400.00,null,null,null,null,null,null,null,null,null,null,84.48,KLNS 211553Z 15009KT 10SM FEW024 28/19 A3011 RMK AO2 SLP193 T02780194,null
LNS,2022-08-21 16:53,82.90,66.00,56.75,180.00,8.00,0.00,30.10,1018.80,10.00,null,FEW,null,null,null,3200.00,null,null,null,null,null,null,null,null,null,null,85.07,KLNS 211653Z 18008KT 10SM FEW032 28/19 A3010 RMK AO2 SLP188 T02830189,null
LNS,2022-08-21 17:53,86.00,66.00,51.37,170.00,12.00,0.00,30.08,1018.30,10.00,null,FEW,SCT,null,null,3700.00,12000.00,null,null,null,null,null,null,null,null,null,88.28,KLNS 211753Z 17012KT 10SM FEW037 SCT120 30/19 A3008 RMK AO2 SLP183 T03000189 10300 20222 56017,null
LNS,2022-08-21 18:53,84.90,64.00,49.62,150.00,14.00,0.00,30.06,1017.70,10.00,20.00,FEW,null,null,null,4100.00,null,null,null,null,null,null,null,null,null,null,86.23,KLNS 211853Z 15014G20KT 10SM FEW041 29/18 A3006 RMK AO2 SLP177 T02940178,null
LNS,2022-08-21 19:53,84.90,64.90,51.21,150.00,10.00,0.00,30.05,1017.20,10.00,null,SCT,SCT,null,null,4200.00,11000.00,null,null,null,null,null,null,null,null,null,86.62,KLNS 211953Z 15010KT 10SM SCT042 SCT110 29/18 A3005 RMK AO2 SLP172 T02940183,null
LNS,2022-08-21 20:53,82.90,64.90,54.62,190.00,8.00,0.00,30.03,1016.60,10.00,null,FEW,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,84.64,KLNS 212053Z COR 19008KT 10SM FEW075 28/18 A3003 RMK AO2 OCNL LTG DSNT NW SLP166 T02830183 57016,null
LNS,2022-08-21 21:53,82.00,66.00,58.43,160.00,6.00,0.00,30.02,1016.20,10.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,84.15,KLNS 212153Z 16006KT 10SM FEW110 28/19 A3002 RMK AO2 SLP162 T02780189,null
LNS,2022-08-21 22:53,81.00,66.90,62.28,140.00,9.00,0.00,30.01,1015.90,10.00,null,OVC,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,83.40,KLNS 212253Z 14009KT 10SM OVC060 27/19 A3001 RMK AO2 SLP159 T02720194,null
LNS,2022-08-21 23:53,79.00,68.00,69.07,160.00,5.00,0.00,30.01,1015.90,10.00,null,FEW,null,null,null,8500.00,null,null,null,null,null,null,null,null,null,null,79.00,KLNS 212353Z 16005KT 10SM FEW085 26/20 A3001 RMK AO2 SLP159 T02610200 10306 20261 56007,null
LNS,2022-08-22 00:53,78.10,68.00,71.14,150.00,6.00,0.00,30.02,1016.10,10.00,null,SCT,null,null,null,8500.00,null,null,null,null,null,null,null,null,null,null,78.10,KLNS 220053Z 15006KT 10SM SCT085 26/20 A3002 RMK AO2 SLP161 T02560200,null
LNS,2022-08-22 01:53,78.10,68.00,71.14,170.00,10.00,0.00,30.01,1016.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.10,KLNS 220153Z 17010KT 10SM CLR 26/20 A3001 RMK AO2 SLP160 T02560200,null
LNS,2022-08-22 02:53,75.00,70.00,84.46,140.00,4.00,T,29.99,1015.30,10.00,null,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,75.00,KLNS 220253Z 14004KT 10SM FEW120 24/21 A2999 RMK AO2 RAB25E38 SLP153 P0000 60000 T02390211 58006,null
LNS,2022-08-22 03:53,73.90,70.00,87.63,140.00,4.00,0.00,30.00,1015.60,10.00,null,FEW,FEW,BKN,null,3000.00,4800.00,12000.00,null,null,null,null,null,null,null,null,73.90,KLNS 220353Z AUTO 14004KT 10SM FEW030 FEW048 BKN120 23/21 A3000 RMK AO2 SLP156 T02330211,null
LNS,2022-08-22 04:53,73.90,68.00,81.82,180.00,9.00,0.00,29.99,1015.10,10.00,null,BKN,BKN,BKN,null,6500.00,9000.00,12000.00,null,null,null,null,null,null,null,null,73.90,KLNS 220453Z AUTO 18009KT 10SM BKN065 BKN090 BKN120 23/20 A2999 RMK AO2 SLP151 T02330200 403060189,null
LNS,2022-08-22 05:53,72.00,68.00,87.24,70.00,6.00,0.01,29.97,1014.50,10.00,null,BKN,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,72.00,KLNS 220553Z AUTO 07006KT 10SM BKN110 22/20 A2997 RMK AO2 RAB0458E46 SLP145 P0001 60001 T02220200 10261 20222 58008,null
LNS,2022-08-22 06:53,71.10,68.00,89.94,90.00,3.00,0.00,29.96,1014.40,10.00,null,BKN,BKN,OVC,null,1500.00,5500.00,10000.00,null,null,null,null,null,null,null,null,71.10,KLNS 220653Z AUTO 09003KT 10SM BKN015 BKN055 OVC100 22/20 A2996 RMK AO2 SLP144 T02170200,null
LNS,2022-08-22 07:45,71.10,69.10,93.40,0.00,0.00,0.00,29.95,null,10.00,null,BKN,OVC,null,null,1200.00,1800.00,null,null,null,null,null,null,null,null,null,71.10,KLNS 220745Z AUTO 00000KT 10SM BKN012 OVC018 22/21 A2995 RMK AO2 T02170206,null
LNS,2022-08-22 07:53,72.00,69.10,90.59,0.00,0.00,0.00,29.95,1013.90,10.00,null,BKN,OVC,null,null,1000.00,1600.00,null,null,null,null,null,null,null,null,null,72.00,KLNS 220753Z AUTO 00000KT 10SM BKN010 OVC016 22/21 A2995 RMK AO2 CIG 009V014 SLP139 T02220206,null
LNS,2022-08-22 08:16,72.00,69.10,90.59,0.00,0.00,0.00,29.95,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,72.00,KLNS 220816Z AUTO 00000KT 10SM OVC009 22/21 A2995 RMK AO2 T02220206,null
LNS,2022-08-22 08:53,72.00,69.10,90.59,80.00,3.00,T,29.93,1013.30,10.00,null,OVC,null,null,null,900.00,null,null,null,-RA,null,null,null,null,null,null,72.00,KLNS 220853Z AUTO 08003KT 10SM -RA OVC009 22/21 A2993 RMK AO2 RAB35 SLP133 P0000 60000 T02220206 58012,null
LNS,2022-08-22 09:53,73.00,70.00,90.32,0.00,0.00,0.05,29.93,1013.20,10.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,73.00,KLNS 220953Z 00000KT 10SM OVC007 23/21 A2993 RMK AO2 RAE37 SLP132 P0005 T02280211,null
LNS,2022-08-22 10:40,73.00,70.00,90.32,0.00,0.00,0.00,29.94,null,10.00,null,SCT,OVC,null,null,800.00,2600.00,null,null,null,null,null,null,null,null,null,73.00,KLNS 221040Z 00000KT 10SM SCT008 OVC026 23/21 A2994 RMK AO2 T02280211,null
LNS,2022-08-22 10:53,73.00,70.00,90.32,0.00,0.00,0.00,29.93,1013.30,10.00,null,SCT,BKN,BKN,null,2600.00,3400.00,7000.00,null,null,null,null,null,null,null,null,73.00,KLNS 221053Z 00000KT 10SM SCT026 BKN034 BKN070 23/21 A2993 RMK AO2 SLP133 T02280211,null
LNS,2022-08-22 11:53,73.00,70.00,90.32,110.00,4.00,0.00,29.92,1013.00,10.00,null,FEW,SCT,BKN,null,1600.00,5500.00,9500.00,null,null,null,null,null,null,null,null,73.00,KLNS 221153Z 11004KT 10SM FEW016 SCT055 BKN095 23/21 A2992 RMK AO2 SLP130 60005 70006 T02280211 10228 20217 58003,null
LNS,2022-08-22 12:10,73.00,70.00,90.32,130.00,3.00,0.00,29.93,null,10.00,null,FEW,BKN,null,null,1000.00,1600.00,null,null,null,null,null,null,null,null,null,73.00,KLNS 221210Z 13003KT 10SM FEW010 BKN016 23/21 A2993 RMK AO2 LTG DSNT S T02280211,null
LNS,2022-08-22 12:31,73.90,70.00,87.63,140.00,4.00,0.00,29.93,null,10.00,null,SCT,OVC,null,null,900.00,1500.00,null,null,VCTS,null,null,null,null,null,null,73.90,KLNS 221231Z 14004KT 10SM VCTS SCT009 OVC015 23/21 A2993 RMK AO2 LTG DSNT SE T02330211,null
LNS,2022-08-22 12:42,73.00,70.00,90.32,120.00,3.00,0.00,29.93,null,10.00,null,BKN,OVC,null,null,800.00,1500.00,null,null,VCTS,null,null,null,null,null,null,73.00,KLNS 221242Z 12003KT 10SM VCTS BKN008 OVC015 23/21 A2993 RMK AO2 T02280211,null
LNS,2022-08-22 12:53,73.90,70.00,87.63,null,4.00,0.00,29.94,1013.40,10.00,null,BKN,BKN,OVC,null,800.00,1400.00,1900.00,null,null,null,null,null,null,null,null,73.90,KLNS 221253Z VRB04KT 10SM BKN008 BKN014 OVC019 23/21 A2994 RMK AO2 SLP134 T02330211,null
LNS,2022-08-22 13:17,73.90,69.10,84.97,null,5.00,0.00,29.94,null,10.00,null,BKN,BKN,OVC,null,1000.00,2200.00,2700.00,null,null,null,null,null,null,null,null,73.90,KLNS 221317Z VRB05KT 10SM BKN010 BKN022 OVC027 23/21 A2994 RMK AO2 T02330206,null
LNS,2022-08-22 13:24,73.90,69.10,84.97,0.00,0.00,0.00,29.93,null,10.00,null,FEW,BKN,OVC,null,1000.00,2200.00,2700.00,null,null,null,null,null,null,null,null,73.90,KLNS 221324Z 00000KT 10SM FEW010 BKN022 OVC027 23/21 A2993 RMK AO2 T02330206,null
LNS,2022-08-22 13:36,75.00,69.10,81.90,0.00,0.00,0.00,29.93,null,10.00,null,SCT,SCT,BKN,null,2800.00,3300.00,4800.00,null,null,null,null,null,null,null,null,75.00,KLNS 221336Z 00000KT 10SM SCT028 SCT033 BKN048 24/21 A2993 RMK AO2 T02390206,null
LNS,2022-08-22 13:53,75.90,70.00,81.96,0.00,0.00,0.00,29.92,1012.90,10.00,null,FEW,BKN,BKN,null,3300.00,4800.00,7500.00,null,null,null,null,null,null,null,null,75.90,KLNS 221353Z 00000KT 10SM FEW033 BKN048 BKN075 24/21 A2992 RMK AO2 SLP129 T02440211,null
LNS,2022-08-22 14:50,78.80,69.80,73.95,0.00,0.00,0.00,29.92,null,10.00,null,BKN,BKN,OVC,null,1900.00,2600.00,8000.00,null,null,null,null,null,null,null,null,78.80,KLNS 221450Z 00000KT 10SM BKN019 BKN026 OVC080 26/21 A2992 RMK AO2,null
LNS,2022-08-22 14:53,79.00,70.00,73.97,0.00,0.00,0.00,29.92,1012.90,10.00,null,BKN,BKN,OVC,null,1900.00,2600.00,8000.00,null,null,null,null,null,null,null,null,79.00,KLNS 221453Z 00000KT 10SM BKN019 BKN026 OVC080 26/21 A2992 RMK AO2 SLP129 T02610211 56005,null
LNS,2022-08-22 15:53,81.00,68.00,64.69,null,3.00,0.00,29.91,1012.40,10.00,null,BKN,OVC,null,null,2500.00,3900.00,null,null,null,null,null,null,null,null,null,83.76,KLNS 221553Z VRB03KT 10SM BKN025 OVC039 27/20 A2991 RMK AO2 SLP124 T02720200,null
